pid,url,pageTitle,trackName,openDate,area,rideType,length,hoursNet,climb,descent,difficulty,technicalDifficulty,singleTrack,circular,beginners,fullMoonOk,startPoint,milestones,attraction,season,descriptionText,gpxUrl,gpxLocalPath,openerName
2540,https://www.groopy.co.il/trackinfo.aspx?pid=2540,מסלול רכיבת אופניים | תל גזר ואיפה היה הרצל,תל גזר ואיפה היה הרצל,16/02/2021,השפלה,XC,"28 ק""מ",4.0 שעות,450 מטר,450 מטר,בינוני,קל,לא,כן,לא,לא,חניון בית הרצל ביער חולדה,,,,"טיול שעשינו אתמול חניון בית הרצל, אולי הבית שלו, אבל הוא לא היה כאן. קברו של אפרים ציזיק(הסיפור בתמונות),שדרת הושינגטוניות, מצפה טל. ממערב לכרמי יוסף,טיפוס לתל גזר, סיור על התל, ירידה מהתל, בחרנו לסובב אותו ממערב(בשונה מפעמים קודמות ממזרח). דרך נהדרת קלה לרכיבה ובעונה זו הרבה מרבדי כלניות. הסובב הזה מסתים טיפה צפונה מעין ירד(לא על קובץ המסלול), כפר בן נון, טיפוס אל יער המגינים וירידה מהירה ממנו וחזרה דרך בקוע ואת מטוס הנורד לא ראינו(לאן הוא נעלם).אתר הזכרון של חיל ההנדסה מתחת למשמר דוד ואל יער חולדה ולביתו של חרצל.",https://www.groopy.co.il/files/maslul/2540gps.gpx,gpx/2540.gpx,ברקאי
2539,https://www.groopy.co.il/trackinfo.aspx?pid=2539,מסלול רכיבת אופניים | באר שבע,באר שבע,07/02/2021,הנגב הצפוני והמערבי,XC,"14 ק""מ",1.5 שעות,,,קל,בינוני,לא,כן,לא,לא,פארק הייטק גב-ים,,,,רכיבה מגב -ים ובהמשך רכיבה לאורך נחל באר שבע,https://www.groopy.co.il/files/maslul/2539gps.gpx,gpx/2539.gpx,מקסים זק
2538,https://www.groopy.co.il/trackinfo.aspx?pid=2538,מסלול רכיבת אופניים | יקום(בונו) ממזרח וממערב,יקום(בונו) ממזרח וממערב,27/01/2021,השרון,XC,"53 ק""מ",4.5 שעות,290 מטר,290 מטר,בינוני,קל,לא,כן,לא,לא,חניון מרכז הספורט רחוב שטרית,,,,"טיול יפה שיוסי(ג'ו)הוביל אותנו אתמול, מתאים מאד גם לתקופת הסגר באזור המרכז שאפשר לצאת על האופניים מהבית. חניון מרכז הספורט אל רמת השרון, צומת הכניסה לרמת השרון, שמאלה על שביל אופניים די חדש עד ליד בסיסי גלילות, ימינה אל פארק הרצליה. חצית שדרות בגין, וממזרח ל20 ולמסילה,עוברים על שדה התעופה,מזרחה(לאורך 531) לכיוון רעננה, חזרה בגשר(לפני רכבת רעננה).ממשיכים ממזרח ל20 ולמסילה, חוצים את 20 ובכביש 5511(בני ציון-שפיים געש) עוברים לצד המערבי של המסילה. לפני שלולית החורף הגדולה,פעם היו פה הפלמינגו, פונים מערבה אל יקום(בונו), עם הגשר על 2,אל הגן הלאומי חוף השרון וחזרה דרומה, געש, השכונה החדשה שם,ארסוף, השביל החדש בסידני עלי, סינגל השגריר,לאורך החופים,תל ברוך,הנמל, פארק הירקון, חניון מרכז הספורט. הגדרתי בינוני, רק בגלל הנפח 53 קמ, פרט לזה, רכיבה קלילה, עליה של 290 כמעט לא מורגשת.",https://www.groopy.co.il/files/maslul/2538gps.gpx,gpx/2538.gpx,ברקאי
2537,https://www.groopy.co.il/tracks.aspx,גרופי – מסלולי טיולי אופניים,,,,,,,,,,,,,,,,,,,,,,
2536,https://www.groopy.co.il/trackinfo.aspx?pid=2536,מסלול רכיבת אופניים | סירקין אל עמק הכלניות,סירקין אל עמק הכלניות,06/01/2021,השפלה,XC,"24 ק""מ",3.0 שעות,200 מטר,200 מטר,קל,קל,לא,כן,לא,לא,בי העלמין של סירקין,,,,"לא הרבה קמ, לא הרבה עליות. אבל בתקופה זו שהכל ירוק ופורח וכבר שבועיים בלי גשם, זה נהדר. טיול שאיציק(בק)הוביל אותי וחברים היום והוא קל""ב ונחמד, אז רוצה לשתף אותכם ובטח גם אתם תהנו. מחנית בית העלמין של סירקין יציאה מהישוב בשער האחורי ממזרח, קצת דרומה לאורך המסילה,מעבר מתחת למסילה לצידה השני, הגשר מעל 6,בכנסה לאלעד, עוד קצת דרומה על שולי הכביש(קטע חדש בסלילה),כניסה ליער קולה, טיפוס קל אל אלכסנדרוני(הפסקת קפה).חצית 465,ירידה אל הקצה הדרומי של עמק הכלניות(שם שאנחנו נתנו ואמצנו)משטחים גדולים של כלניות לבנות, מעט מאד אדומות ועוד יותר מעט סגולות. שוב חציה של 6 ושל 444 ועל פאתיה של העיר שהם, ז'ולה יפה להפסקת תה וחזרה דרך כל הישובים שבדרך, ברקת, טירת יהודה,גבעת כח, רנתיה ונופך(בית העלמין) ומזור וכבר ברכבים בסירקין. ואם מעניין אותכם, אז הנה קישור לגלריה: גלריית אופניים - סירקין אל עמק הכלניות הלבנות",https://www.groopy.co.il/files/maslul/2536gps.gpx,gpx/2536.gpx,ברקאי
2535,https://www.groopy.co.il/tracks.aspx,גרופי – מסלולי טיולי אופניים,,,,,,,,,,,,,,,,,,,,,,
2534,https://www.groopy.co.il/tracks.aspx,גרופי – מסלולי טיולי אופניים,,,,,,,,,,,,,,,,,,,,,,
2533,https://www.groopy.co.il/tracks.aspx,גרופי – מסלולי טיולי אופניים,,,,,,,,,,,,,,,,,,,,,,
2532,https://www.groopy.co.il/trackinfo.aspx?pid=2532,מסלול רכיבת אופניים | קרית גת סמך לכיש מלאכים,קרית גת סמך לכיש מלאכים,22/12/2020,השפלה,0,"36 ק""מ",4.0 שעות,500 מטר,500 מטר,בינוני,קל,לא,כן,לא,לא,שדרות אבץ/לשם חניון ליד הפסיפס,,,,"הקלטה של טיול שעשינו בראשון שעבר 13/12/20 עם דני בן דוד. מהחניה צמוד לאתר הפסיפס(אולי בעמוד ענן)אל מערות סמך, רכיבה על הרכס, קבר שיך עבדאללה(או מוסטפה), תל לכיש, סוף פריחת הנרקיסים, תחילת הרקפות, הישוב לכיש, יער המלאכים וחזרה לרכבים. לא בדיוק יודע לתאר את המסלול, אבל יש קבצי ניווט.",https://www.groopy.co.il/files/maslul/2532gps.gpx,gpx/2532.gpx,ברקאי
2531,https://www.groopy.co.il/trackinfo.aspx?pid=2531,מסלול רכיבת אופניים | רכיבה לטיילת הים בנתניה,רכיבה לטיילת הים בנתניה,13/12/2020,השרון,XC,"22 ק""מ",2.0 שעות,,,קל,קל,כן,כן,כן,לא,צור משה,,,,,https://www.groopy.co.il/files/maslul/2531gps.gpx,gpx/2531.gpx,רוכב קל
2530,https://www.groopy.co.il/trackinfo.aspx?pid=2530,מסלול רכיבת אופניים | רכיבה בין שני יערות,רכיבה בין שני יערות,12/12/2020,השרון,XC,"12 ק""מ",1.0 שעות,,,קל,קל,כן,כן,כן,לא,מושב צור משה,"יער קדימה
יער אילנות
חורבה ישנה (בית פרדס עתיק)",,כל העונות,"מושב צור משה נמצא בתוך מסלול רכיבה דרך הלב המחבר את יער קדימה לשני צידיו של יער אילנות. היציאה מהמושב אל יער קדימה עוברת בשטח חקלאי ובין שדות תותים הפעילים בחורף, ומצפון ליער קדימה עד לכביש הגישה לצורן. לאחר הכניסה ליער קדימה, היציאה ממנו חזרה לכיוון צור משה עוברת דרך פאתי המושבה קדימה, דרך שמורת עצי האלון הצמודה לשם, ודרך שדות תותים עד לכניסה ליער אילנות. ביערא אילנות נוסעים בשבילים המסומנים עד ליציאה ממנו חזרה לצור משה.",https://www.groopy.co.il/files/maslul/2530gps.gpx,gpx/2530.gpx,רוכב קל
2529,https://www.groopy.co.il/trackinfo.aspx?pid=2529,מסלול רכיבת אופניים | ממדרשת שדה בוקר לבורות ציפורים,ממדרשת שדה בוקר לבורות ציפורים,09/12/2020,הר הנגב והערבה,XC,"32 ק""מ",3.5 שעות,512 מטר,512 מטר,בינוני,בינוני,כן,כן,לא,לא,מדרשת שדה בוקר,"חאן שיירות. כביש 40. כביש שמוביל לבסיס ח""א רמון. מחצבת ציפורים. פזורה בדואית.",מצפור ליפא. הר רתמים. בורות ציפורים. מצד מאגורה.,נובמבר - מרץ.,"את הרכבים מחנים בחניון קבר בן גוריון. נקודת התחלה צומת כביש 40 בכניסה למדרשה. בנקודה זו נכנסים לסינגל שהוא קטע משביל ישראל באופניים. הסינגל זורם יש קטעים שעוברים סמוך לתהום – לתשומת לב רוכבים פחות מנוסים. את הסינגל עוזבים ליד חניון שיירות. עוברים מחניון שיירות לכיוון מערב ולחצות את כביש 40 מול הכניסה לכרמי עבדת. יש לחצות את הכביש בזהירות כי שדה הראייה מוגבל. עם קבוצה גדולה חובה להמשיך דרומה עוד 1 ק""מ עד לכניסה המסודרת לחניון שיירות ולחצות את כביש 40 באופן בטוח. עולים בדרך לבנה עד למצפור ליפא. במצפור שלטי הדרכה ותצפית יפה לבקעת צין. אפשר להניח את האופניים במצפור ולצאת לסיור רגלי קצר בשביל מסודר בשמורת חרוטות סלע (סלעים כהים עליהם חרותים ציורים עתיקים). ממשיכים לעלות עד לכביש בהר רתמים. רוכבים על הכביש צפונה עד למפגש שביל הפונה מערבה. זהירות בכביש - שוליים צרות ובגלל שהתנועה בכביש דלילה מכוניות נוסעות מהר. עם השביל ממשיכים עד בבורות ציפורים. בדרך עוברים טרסות, עדות לחקלאות עתיקה. שימו לב בורות ציפורים מסתתרים משמאל לדרך ממש בתחילה עלייה תלולה להר נצר. מבורות ציפורים רוכבים צפון מזרח לאורך נחל הבשור כ-7 ק""מ בדרך עוברים יישוב של פזורה בדואית ומחצבת ציפורים. פונים מזרחה עלייה מתונה כ-800 מ' בדרך סלעית עד למצד מאגורה. במקום שרידים ארכיאולוגים מימי בית ראשון עפ""י מבנה ארבע מרחבים, ומאגורת מים שניתן לרדת אליה דרך פתח צר. אחרי גשם סביר שהמאגורה מלאה במים. נכון להיום 07 דצמ' 2020 הקרקעית בוצית. ממשיכים לעלות בדרך (סמ""ש כחול) עד לפרשת המים משם יורדים לצומת מדרשת שדה בוקר, חוצים את הכביש זהירות, כביש סואן ומגיעים לנקודת ההתחלה.",https://www.groopy.co.il/files/maslul/2529gps.gpx,gpx/2529.gpx,giar
2528,https://www.groopy.co.il/trackinfo.aspx?pid=2528,מסלול רכיבת אופניים | גיתית- מעלה אפרים,גיתית- מעלה אפרים,08/12/2020,שומרון ובקעת הירדן,0,"30 ק""מ",5.0 שעות,,,,,לא,לא,לא,לא,"נרכב והוקלט ע""י דוד חי",,,,,https://www.groopy.co.il/files/maslul/2528gps.twl,gpx/2528.gpx,יחזקאל בלומשטיין
2527,https://www.groopy.co.il/tracks.aspx,גרופי – מסלולי טיולי אופניים,,,,,,,,,,,,,,,,,,,,,,
2526,https://www.groopy.co.il/trackinfo.aspx?pid=2526,מסלול רכיבת אופניים | גבל חרובה,גבל חרובה,03/12/2020,שומרון ובקעת הירדן,XC,"24 ק""מ",5.0 שעות,400 מטר,670 מטר,בינוני-קשה,בינוני,לא,לא,לא,לא,בקעות,,,חורף,מבקעות למשואה,,,משה10
2525,https://www.groopy.co.il/tracks.aspx,גרופי – מסלולי טיולי אופניים,,,,,,,,,,,,,,,,,,,,,,
2524,https://www.groopy.co.il/trackinfo.aspx?pid=2524,מסלול רכיבת אופניים | מכתש רמון,מכתש רמון,24/11/2020,הר הנגב והערבה,XC,"32 ק""מ",5.0 שעות,470 מטר,470 מטר,למתקדמים,בינוני,כן,כן,לא,לא,חנייה במחצבת הקאולינט מול הכניסה לתצפית הנשרים.,ראה בתיאור המסלול,פארק צבעי הרמון. דייקים. ארכיאולוגיה - מצד מחלת (סהרונים),סתיו חורף.,"מסלול מרשים בעיקר בעונת החורף. מומלץ שלקבוצה יצטרף מדריך עם ידע בסיסי בגיאולוגיה. מסלול עם כיוון השעון. רכיבה כ-700מ' על הכביש מזרחה> חוצים את הכביש לכיוון צפון מול גשר נחל רמון ורוכביבים בשביל שחוצה ערותים עם חול. זהירות: מירידות מהירות שמסתיימות בשלוליות חול. לפני הגעה לכביש צבעי הרמון נכנסים לסינגל שמוביל אותנו עד לתנור החרסית.""התותח"". ירידה בכביש לגבעת התצפית -עלייה ברגל. להמשיך בכביש לברכת חול זך. חוזרים בעלייה לכביש הראשי רוכבים מזרחה ואחרי כ-300 מ' נכנסים לסינגל מצפון לכביש (צד שמאל). עם הסינגל רוכבים עד חניון בארות. שימו לב בדרךהסינגל נפגש עם שביל מסומן ירוק, יש להמשיך ישר. מחניון בארות בדרך הלבנה לנחל ארדון. שימו לב לצומת ימינה בשביל אדום לעין סהרונים, ממשיכים ישר בשביל מסומן שחור. מתחת לעץ השיטה מומלץ לעשות הפסקה נדיבה. מכאן המסלול מתחיל להיות אתגרי יותר ת רכיבה/הליכה בחול כ 2 ק""מ עד למעלה דקלים. ניתן לרכב בצד הדרך ולחתוך את פיתולי הנחל ולחסוך בהליכה. לא לוותר על הדייקים (תופעה גיאולוגית מרשימה) שלאורך נחל ארדון.. מעלה דקלים למתקדמים ובעלי כושר. רכיבה עד עין סהרונים. - מקום להפסקה ולסיור באתר. המשך מערבה בערוץ הנחל קטע חולי בחציית הנל אבל רכיב. עד לנחל גוונים. נחל גוונים רכיבה זורמת ובדרך עצי שיטה להפסקת קפה. רכיבה עד לכביש 40. רוכבים על הכביש כ-2 ק""מ עד למחצבות הגבס. וסיור במחצבה. ממחצבת הגבס עולים על ציר החשמל מערבה עד לנחל רמון. בנחל רמון רכיבה על חלוקי נחל עד לגשר. מומלץ להתעכב בתופעה הגיאולוגית שמתחת לגשר רמון. עולים לכביש ועוד 700 מ' חוזרים לנקודת ההתחלה.",https://www.groopy.co.il/files/maslul/2524gps.gpx,gpx/2524.gpx,giar
2523,https://www.groopy.co.il/tracks.aspx,גרופי – מסלולי טיולי אופניים,,,,,,,,,,,,,,,,,,,,,,
2522,https://www.groopy.co.il/trackinfo.aspx?pid=2522,מסלול רכיבת אופניים | גבעת שמואל לפארק אריאל שרון - הובלה וניווט על ידי ערן סיטי,גבעת שמואל לפארק אריאל שרון - הובלה וניווט על ידי ערן סיטי,17/11/2020,מישור החוף,XC,"22 ק""מ",2.5 שעות,93 מטר,,קל,קל,לא,כן,כן,כן,"אמנון ליפקין שחק פינת המלך, גבעת שמואל",,,,"חצי אורבני, חצי בשטחים פתוחים, גבעת שמואל-פארק רמון, רמת גן-פארק קונביץ, רמת אפעל, שביל אפניים צמוד לכביש דרך לוד, תצפית לספארי, פארק אריאל שרון, חוות שלם, רמת שקמה, הפארק הלאומי.",https://www.groopy.co.il/files/maslul/2522gps.gpx,gpx/2522.gpx,שרון לניס
2521,https://www.groopy.co.il/trackinfo.aspx?pid=2521,מסלול רכיבת אופניים | הר קידה-מושב תומר בקעת הירדן,הר קידה-מושב תומר בקעת הירדן,17/11/2020,שומרון ובקעת הירדן,0,"26 ק""מ",4.0 שעות,,,בינוני,,לא,לא,לא,לא,,,,,,https://www.groopy.co.il/files/maslul/2521gps.twl,gpx/2521.gpx,יחזקאל בלומשטיין
2520,https://www.groopy.co.il/tracks.aspx,גרופי – מסלולי טיולי אופניים,,,,,,,,,,,,,,,,,,,,,,
2519,https://www.groopy.co.il/trackinfo.aspx?pid=2519,מסלול רכיבת אופניים | מתחנת הדלק טרום ליקב מוני,מתחנת הדלק  טרום  ליקב מוני,08/11/2020,ירושלים והסביבה,XC,"30 ק""מ",3.0 שעות,700 מטר,800 מטר,,קשה,לא,כן,לא,כן,מתחנת הדלק במושב טרום,,,כל השנה,,,,שושן   צחור
2518,https://www.groopy.co.il/tracks.aspx,גרופי – מסלולי טיולי אופניים,,,,,,,,,,,,,,,,,,,,,,
2517,https://www.groopy.co.il/tracks.aspx,גרופי – מסלולי טיולי אופניים,,,,,,,,,,,,,,,,,,,,,,
2516,https://www.groopy.co.il/trackinfo.aspx?pid=2516,מסלול רכיבת אופניים | מצומת לטרון להר איתן,מצומת לטרון להר איתן,29/10/2020,ירושלים והסביבה,XC,"60 ק""מ",4.0 שעות,1200 מטר,1200 מטר,בינוני-קשה,בינוני,לא,כן,לא,לא,מצומת  לטרון  במגרש ליד תחנת הדלק,,,,,,,שושן   צחור
2515,https://www.groopy.co.il/trackinfo.aspx?pid=2515,מסלול רכיבת אופניים | אורבני ירושלים,אורבני ירושלים,28/10/2020,ירושלים והסביבה,בעיר,"17 ק""מ",2.0 שעות,200 מטר,200 מטר,קל,קל,לא,כן,כן,לא,חניה אצטדיון תדי,"חניה אצטדיון תדי
גשר המיתרים, דרך יפו, ממילא, אגרון, בלפור, מתחם התחנה והמסילה, חזרה לתדי",בלפור,,"אורבני ירושלים - אורבני ירושלים- אצטדיון תדי, גשר המיתרים, יפו, ממילא, אגרון, בלפור, מתחם התחנה והמסילה וחזרה לתדי",https://www.groopy.co.il/files/maslul/2515gps.gpx,gpx/2515.gpx,dovgazit
2514,https://www.groopy.co.il/tracks.aspx,גרופי – מסלולי טיולי אופניים,,,,,,,,,,,,,,,,,,,,,,
2513,https://www.groopy.co.il/tracks.aspx,גרופי – מסלולי טיולי אופניים,,,,,,,,,,,,,,,,,,,,,,
2512,https://www.groopy.co.il/trackinfo.aspx?pid=2512,מסלול רכיבת אופניים | פרשת לך לך - רכיבת מחאה אורבנית בירושלים - מסלול ספורטיבי דרך הכנסת גשר המיתרים והעיר העתיקה,פרשת לך לך - רכיבת מחאה אורבנית בירושלים - מסלול ספורטיבי דרך הכנסת גשר המיתרים והעיר העתיקה,20/10/2020,ירושלים והסביבה,בעיר,"17 ק""מ",3.0 שעות,210 מטר,210 מטר,קל,קל,לא,כן,לא,לא,אצטדיון טדי,"הכנסת, גשר המיתרים, העיר העתיקה, בלפור",,,,https://www.groopy.co.il/files/maslul/2512gps.gpx,gpx/2512.gpx,dovgazit
2511,https://www.groopy.co.il/trackinfo.aspx?pid=2511,מסלול רכיבת אופניים | פרשת לך לך - רכיבת מחאה אורבנית בירושלים - מסלול עממי,פרשת לך לך - רכיבת מחאה אורבנית בירושלים - מסלול עממי,20/10/2020,ירושלים והסביבה,בעיר,"14 ק""מ",2.0 שעות,130 מטר,130 מטר,קל,קל,לא,כן,כן,לא,אצטדיון טדי,https://israelhiking.osm.org.il/share/UDiPL2Mk69,,,מסלול העממי דרך גן המסילה,https://www.groopy.co.il/files/maslul/2511gps.gpx,gpx/2511.gpx,dovgazit
2510,https://www.groopy.co.il/tracks.aspx,גרופי – מסלולי טיולי אופניים,,,,,,,,,,,,,,,,,,,,,,
2509,https://www.groopy.co.il/trackinfo.aspx?pid=2509,מסלול רכיבת אופניים | על מעיינות ומנהרות בירקון,על מעיינות ומנהרות בירקון,13/10/2020,השרון,0,"32 ק""מ",3.0 שעות,,,קל,קל,לא,כן,לא,לא,"חניון דרומי של קניון איילון(עד 3 שעות,השלישית בתשלום, וכדאי לזכור לחדש מעבר לשלוש)או חניון מרכז הספורט ברחוב שיטרית, חינמי",,,,"הקלטה של טיול שעשיתי אתמול,12.10.20. יש כאן ודאי הרבה מסלולים על הירקון(גם שלי), וזה היה לי מאד נחמד. יציאה מאיפה שחניתם אל הקטע המזרחי של פארק הירקון. יציאה מהפארק(טיפה ימינה ומיד שמאלה)אל השביל הצפוני שעל הירקון, כ200מ על השביל וימינה על גשרון בטון ללא מעקה(זהירות עם ילדים)אל ההגדה הדרומית. לאורך המסילה, הר הזבל הישן,אנחנו טיפסנו עליו ברגל,לא נורא גבוה,אבל כל הסביבה נפרשת לרגליך. אפשר כמובן לעקוף משמאל. חוצים את המסילה על הגשר שמוביל אל אתר הזבל. ועל נחל שילה, חציה נוחה של הנחל ולאורך הצד הדרומי של המסילה. ברזיה של מקורות(ברכות להם). לפני הפניה ימינה לנופרים,אנו פנינו שמאלה חצינו את המסילה מתחת לגשר ברזל(זהירות על הראש). ומכאן חזרה לאורך השביל שברובו צמוד לנחל. הרבה אפשרויות כניסה למים והרבה מנהרות בסבך הסוף. שני מפלונים/ מסלעות/ג'אקוזי בשניהם מימין המסלעה, משמאל אפילו לשחיה. אנחנו בשניה "" במפל הנסתר"", למה נסתר לא יודע,הוא לא.. כאן נשפך נחל קנה לירקון,הוא מזוהם, אז מעבר למפלון/ג'אקוזי לא נכנסים למים. ושוב לאורכו ועם כל פיתוליו של הנחל עד לכניסה חזרה לפארק. בקובץ ההקלטה,לקראת הסוף,חתכתי 2 פיתולים לקצר טיפה, אתם תעשו מה שתרצו. קישור לגלריה קטנה של תמונות(יעשה לכם חשק).שכחתי, עדיין לא עלתה,מחר תעלה",https://www.groopy.co.il/files/maslul/2509gps.gpx,gpx/2509.gpx,ברקאי
